symbol,A,Z,name,monoisotopic_mass,natural_abundance
Bi,203.0,83,bismuth,202.9768928,
Bi,204.0,83,bismuth,203.9778361,
Bi,205.0,83,bismuth,204.9773867,
Bi,206.0,83,bismuth,205.9784993,
Bi,207.0,83,bismuth,206.978471,0.0
Bi,208.0,83,bismuth,207.9797425,
Bi,209.0,83,bismuth,208.9803991,100.0
Bi,210.0,83,bismuth,209.9841207,
Bi,211.0,83,bismuth,210.9872697,
Bi,212.0,83,bismuth,211.991286,
Bi,213.0,83,bismuth,212.9943851,
Bi,214.0,83,bismuth,213.9987119,
Bi,215.0,83,bismuth,215.0017698,
Bi,216.0,83,bismuth,216.006306,
Bi,217.0,83,bismuth,217.009372,
Bi,218.0,83,bismuth,218.014188,
Po,186.0,84,polonium,186.0043932,
Po,187.0,84,polonium,187.0030411,
Po,188.0,84,polonium,187.9994156,
Po,189.0,84,polonium,188.9984734,
Po,190.0,84,polonium,189.9951006,
Po,191.0,84,polonium,190.9945585,
Po,192.0,84,polonium,191.9913359,
Po,193.0,84,polonium,192.9910257,
Po,194.0,84,polonium,193.9881861,
Po,195.0,84,polonium,194.9881255,
Po,196.0,84,polonium,195.9855259,
Po,197.0,84,polonium,196.9856595,
Po,198.0,84,polonium,197.9833891,
Po,199.0,84,polonium,198.9836671,
Po,200.0,84,polonium,199.9817988,
Po,201.0,84,polonium,200.9822598,
Po,202.0,84,polonium,201.9807577,
Po,203.0,84,polonium,202.9814161,
Po,204.0,84,polonium,203.9803103,
Po,205.0,84,polonium,204.9812031,
Po,206.0,84,polonium,205.980474,
Po,207.0,84,polonium,206.9815938,
Po,208.0,84,polonium,207.9812461,
Po,209.0,84,polonium,208.9824308,0.0
Po,210.0,84,polonium,209.9828741,
Po,211.0,84,polonium,210.9866536,
Po,212.0,84,polonium,211.9888684,
Po,213.0,84,polonium,212.9928576,
Po,214.0,84,polonium,213.9952017,
Po,215.0,84,polonium,214.9994201,
Po,216.0,84,polonium,216.0019152,
Po,217.0,84,polonium,217.0063182,
Po,218.0,84,polonium,218.0089735,
Po,219.0,84,polonium,219.013614,
Po,220.0,84,polonium,220.016386,
Po,221.0,84,polonium,221.021228,
Po,222.0,84,polonium,222.02414,
At,191.0,85,astatine,191.0041479,
At,192.0,85,astatine,192.0031517,
At,193.0,85,astatine,192.9999274,
At,194.0,85,astatine,193.9992361,
At,195.0,85,astatine,194.9962685,
At,196.0,85,astatine,195.9957996,
At,197.0,85,astatine,196.9931892,
At,199.0,85,astatine,198.9905277,
At,200.0,85,astatine,199.990351,
At,201.0,85,astatine,200.9884171,
At,202.0,85,astatine,201.9886303,
At,203.0,85,astatine,202.986943,
At,204.0,85,astatine,203.9872512,
At,205.0,85,astatine,204.9860759,
At,206.0,85,astatine,205.9866569,
At,207.0,85,astatine,206.9858003,
At,208.0,85,astatine,207.9866133,
At,209.0,85,astatine,208.9861702,
At,210.0,85,astatine,209.9871479,
At,211.0,85,astatine,210.9874966,
At,212.0,85,astatine,211.9907377,
At,213.0,85,astatine,212.992937,
At,214.0,85,astatine,213.9963721,
At,215.0,85,astatine,214.9986528,
At,216.0,85,astatine,216.0024236,
At,217.0,85,astatine,217.0047192,
At,218.0,85,astatine,218.0086947,
At,219.0,85,astatine,219.0111618,
At,220.0,85,astatine,220.015433,
At,221.0,85,astatine,221.018017,
At,222.0,85,astatine,222.022494,
At,223.0,85,astatine,223.025151,
At,224.0,85,astatine,224.029749,
Rn,193.0,86,radon,193.009708,
Rn,194.0,86,radon,194.0061444,
Rn,195.0,86,radon,195.0054217,
Rn,196.0,86,radon,196.002116,
Rn,197.0,86,radon,197.0015846,
Rn,198.0,86,radon,197.9986792,
Rn,199.0,86,radon,198.9983899,
Rn,200.0,86,radon,199.9956904,
Rn,201.0,86,radon,200.995628,
Rn,202.0,86,radon,201.9932643,
Rn,203.0,86,radon,202.9933877,
Rn,204.0,86,radon,203.9914299,
Rn,205.0,86,radon,204.9917188,
Rn,206.0,86,radon,205.9902142,
Rn,207.0,86,radon,206.9907303,
Rn,208.0,86,radon,207.9896347,
Rn,209.0,86,radon,208.9904145,
Rn,210.0,86,radon,209.9896891,
Rn,211.0,86,radon,210.9906011,
Rn,212.0,86,radon,211.9907039,
Rn,213.0,86,radon,212.9938831,
Rn,214.0,86,radon,213.995363,
Rn,215.0,86,radon,214.9987459,
Rn,216.0,86,radon,216.0002719,
Rn,217.0,86,radon,217.003928,
Rn,218.0,86,radon,218.0056016,
Rn,219.0,86,radon,219.0094804,
Rn,220.0,86,radon,220.0113941,
Rn,221.0,86,radon,221.0155371,
Rn,222.0,86,radon,222.0175782,
Rn,223.0,86,radon,223.0218893,
Rn,224.0,86,radon,224.0240958,
Rn,225.0,86,radon,225.0284856,
Rn,226.0,86,radon,226.0308614,
Rn,227.0,86,radon,227.0353044,
Rn,228.0,86,radon,228.0378354,
Rn,229.0,86,radon,229.0422573,
Fr,199.0,87,francium,199.0072586,
Fr,200.0,87,francium,200.006586,
Fr,201.0,87,francium,201.0038666,
Fr,203.0,87,francium,203.0009407,
Fr,204.0,87,francium,204.0006521,
Fr,205.0,87,francium,204.9985939,
Fr,206.0,87,francium,205.9986661,
Fr,207.0,87,francium,206.9969465,
Fr,208.0,87,francium,207.9971381,
Fr,209.0,87,francium,208.9959549,
Fr,210.0,87,francium,209.9964224,
Fr,211.0,87,francium,210.9955557,
Fr,212.0,87,francium,211.9962257,
Fr,213.0,87,francium,212.996186,
Fr,214.0,87,francium,213.9989713,
Fr,215.0,87,francium,215.0003418,
Fr,216.0,87,francium,216.0031899,
Fr,217.0,87,francium,217.0046323,
Fr,218.0,87,francium,218.0075787,
Fr,219.0,87,francium,219.0092524,
Fr,220.0,87,francium,220.0123277,
Fr,221.0,87,francium,221.0142552,
Fr,222.0,87,francium,222.0175522,
Fr,223.0,87,francium,223.019736,
Fr,224.0,87,francium,224.023398,
Fr,225.0,87,francium,225.0255727,
Fr,226.0,87,francium,226.029566,
Fr,227.0,87,francium,227.031869,
Fr,228.0,87,francium,228.0358232,
Fr,229.0,87,francium,229.038298,
Fr,230.0,87,francium,230.0424163,
Fr,231.0,87,francium,231.045158,
Ra,202.0,88,radium,202.0097597,
Ra,203.0,88,radium,203.0093043,
Ra,204.0,88,radium,204.0064919,
Ra,205.0,88,radium,205.0062682,
Ra,206.0,88,radium,206.0038281,
Ra,207.0,88,radium,207.0037992,
Ra,208.0,88,radium,208.0018411,
Ra,209.0,88,radium,209.0019905,
Ra,210.0,88,radium,210.0004942,
Ra,211.0,88,radium,211.0008932,
Ra,212.0,88,radium,211.9997867,
Ra,213.0,88,radium,213.0003843,
Ra,214.0,88,radium,214.0000997,
Ra,215.0,88,radium,215.0027204,
Ra,216.0,88,radium,216.0035334,
Ra,217.0,88,radium,217.0063207,
Ra,218.0,88,radium,218.0071406,
Ra,219.0,88,radium,219.0100855,
Ra,220.0,88,radium,220.0110259,
Ra,221.0,88,radium,221.0139177,
Ra,222.0,88,radium,222.0153748,
Ra,223.0,88,radium,223.0185023,
Ra,224.0,88,radium,224.020212,
Ra,225.0,88,radium,225.0236119,
Ra,226.0,88,radium,226.0254103,
Ra,227.0,88,radium,227.0291783,
Ra,228.0,88,radium,228.0310707,
Ra,229.0,88,radium,229.0349423,
Ra,230.0,88,radium,230.0370548,
Ra,231.0,88,radium,231.0410271,
Ra,232.0,88,radium,232.0434753,
Ra,233.0,88,radium,233.047582,
Ra,234.0,88,radium,234.050342,
Ac,207.0,89,actinium,207.0119658,
Ac,208.0,89,actinium,208.0115504,
Ac,209.0,89,actinium,209.0094948,
Ac,210.0,89,actinium,210.0094361,
Ac,211.0,89,actinium,211.0077319,
Ac,212.0,89,actinium,212.0078132,
Ac,213.0,89,actinium,213.006609,
Ac,214.0,89,actinium,214.0069185,
Ac,215.0,89,actinium,215.0064745,
Ac,216.0,89,actinium,216.0087435,
Ac,217.0,89,actinium,217.0093439,
Ac,218.0,89,actinium,218.0116416,
Ac,219.0,89,actinium,219.0124207,
Ac,220.0,89,actinium,220.0147549,
Ac,221.0,89,actinium,221.0155916,
Ac,222.0,89,actinium,222.0178442,
Ac,223.0,89,actinium,223.0191377,
Ac,224.0,89,actinium,224.0217232,
Ac,225.0,89,actinium,225.02323,
Ac,226.0,89,actinium,226.0260984,
Ac,227.0,89,actinium,227.0277523,0.0
Ac,228.0,89,actinium,228.0310215,
Ac,229.0,89,actinium,229.0329559,
Ac,230.0,89,actinium,230.036327,
Ac,231.0,89,actinium,231.038393,
Ac,232.0,89,actinium,232.042034,
Ac,233.0,89,actinium,233.044346,
Ac,234.0,89,actinium,234.048139,
Ac,235.0,89,actinium,235.05084,
Ac,236.0,89,actinium,236.054988,
Th,208.0,90,thorium,208.0179003,
Th,209.0,90,thorium,209.017753,
Th,210.0,90,thorium,210.0150936,
Th,211.0,90,thorium,211.0149295,
Th,212.0,90,thorium,212.0129876,
Th,213.0,90,thorium,213.0130092,
Th,214.0,90,thorium,214.0115002,
Th,215.0,90,thorium,215.0117248,
Th,216.0,90,thorium,216.011056,
Th,217.0,90,thorium,217.0131167,
Th,218.0,90,thorium,218.0132763,
Th,219.0,90,thorium,219.0155375,
Th,220.0,90,thorium,220.0157481,
Th,221.0,90,thorium,221.0181841,
Th,222.0,90,thorium,222.0184685,
Th,223.0,90,thorium,223.0208119,
Th,224.0,90,thorium,224.0214644,
Th,225.0,90,thorium,225.0239514,
Th,226.0,90,thorium,226.0249034,
Th,227.0,90,thorium,227.0277042,
Th,228.0,90,thorium,228.0287413,
Th,229.0,90,thorium,229.0317627,0.0
Th,230.0,90,thorium,230.0331341,
Th,231.0,90,thorium,231.0363046,
Th,232.0,90,thorium,232.0380558,100.0
Th,233.0,90,thorium,233.0415823,
Th,234.0,90,thorium,234.0436014,
Th,235.0,90,thorium,235.047255,
Th,236.0,90,thorium,236.049657,
Th,237.0,90,thorium,237.053629,
Pa,212.0,91,protactinium,212.023203,
Pa,213.0,91,protactinium,213.0211092,
Pa,214.0,91,protactinium,214.0209185,
Pa,215.0,91,protactinium,215.0191829,
Pa,216.0,91,protactinium,216.0191089,
Pa,217.0,91,protactinium,217.0183254,
Pa,218.0,91,protactinium,218.0200586,
Pa,219.0,91,protactinium,219.019904,
Pa,221.0,91,protactinium,221.0218749,
Pa,223.0,91,protactinium,223.0239626,
Pa,224.0,91,protactinium,224.0256176,
Pa,225.0,91,protactinium,225.026131,
Pa,226.0,91,protactinium,226.0279481,
Pa,227.0,91,protactinium,227.0288054,
Pa,228.0,91,protactinium,228.0310517,
Pa,229.0,91,protactinium,229.0320972,
Pa,230.0,91,protactinium,230.034541,
Pa,231.0,91,protactinium,231.0358842,
Pa,232.0,91,protactinium,232.0385917,
Pa,233.0,91,protactinium,233.0402472,
Pa,234.0,91,protactinium,234.0433072,
Pa,235.0,91,protactinium,235.045399,
Pa,236.0,91,protactinium,236.048668,
Pa,237.0,91,protactinium,237.051023,
Pa,238.0,91,protactinium,238.054637,
U,218.0,92,uranium,218.0235235,
U,219.0,92,uranium,219.0249991,
U,223.0,92,uranium,223.0277392,
U,224.0,92,uranium,224.0276052,
U,225.0,92,uranium,225.0293914,
U,226.0,92,uranium,226.0293391,
U,227.0,92,uranium,227.0311568,
U,228.0,92,uranium,228.0313715,
U,229.0,92,uranium,229.0335063,
U,230.0,92,uranium,230.0339401,
U,231.0,92,uranium,231.0362939,
U,232.0,92,uranium,232.0371563,
U,233.0,92,uranium,233.0396355,
U,234.0,92,uranium,234.0409523,0.0055
U,235.0,92,uranium,235.0439301,0.72
U,236.0,92,uranium,236.0455682,
U,237.0,92,uranium,237.0487304,
U,238.0,92,uranium,238.0507884,99.2745
U,239.0,92,uranium,239.0542935,
U,240.0,92,uranium,240.0565934,
Np,225.0,93,neptunium,225.0339109,
Np,227.0,93,neptunium,227.0349571,
Np,228.0,93,neptunium,228.0360669,
Np,229.0,93,neptunium,229.0362641,
Np,230.0,93,neptunium,230.0378279,
Np,231.0,93,neptunium,231.0382454,
Np,233.0,93,neptunium,233.040741,
Np,234.0,93,neptunium,234.0428953,
Np,235.0,93,neptunium,235.0440635,
Np,236.0,93,neptunium,236.0465697,
Np,237.0,93,neptunium,237.0481736,
Np,238.0,93,neptunium,238.0509466,
Np,239.0,93,neptunium,239.0529392,
Np,240.0,93,neptunium,240.0561654,
Np,241.0,93,neptunium,241.0582526,
Np,242.0,93,neptunium,242.0616414,
Pu,228.0,94,plutonium,228.0387325,
Pu,229.0,94,plutonium,229.0401436,
Pu,230.0,94,plutonium,230.0396503,
Pu,231.0,94,plutonium,231.0411015,
Pu,232.0,94,plutonium,232.0411846,
Pu,233.0,94,plutonium,233.0429977,
Pu,234.0,94,plutonium,234.0433174,
Pu,235.0,94,plutonium,235.0452862,
Pu,236.0,94,plutonium,236.0460581,
Pu,237.0,94,plutonium,237.0484098,
Pu,238.0,94,plutonium,238.0495601,
Pu,239.0,94,plutonium,239.0521636,
Pu,240.0,94,plutonium,240.0538138,
Pu,241.0,94,plutonium,241.0568517,
Pu,242.0,94,plutonium,242.0587428,
Pu,243.0,94,plutonium,243.0620036,
Pu,244.0,94,plutonium,244.0642053,
Pu,245.0,94,plutonium,245.0678261,
Pu,246.0,94,plutonium,246.0702055,
Am,235.0,95,americium,235.0479082,
Am,238.0,95,americium,238.0519845,
Am,239.0,95,americium,239.0530247,
Am,240.0,95,americium,240.0553004,
Am,241.0,95,americium,241.0568293,
Am,242.0,95,americium,242.0595494,
Am,243.0,95,americium,243.0613813,
Am,244.0,95,americium,244.0642851,
Am,245.0,95,americium,245.0664548,
Cm,233.0,96,curium,233.05077,
Cm,234.0,96,curium,234.0501602,
Cm,236.0,96,curium,236.0513745,
Cm,237.0,96,curium,237.0528693,
Cm,238.0,96,curium,238.0530814,
Cm,239.0,96,curium,239.0549101,
Cm,240.0,96,curium,240.0555297,
Cm,241.0,96,curium,241.0576532,
Cm,242.0,96,curium,242.058836,
Cm,243.0,96,curium,243.0613893,
Cm,244.0,96,curium,244.0627528,
Cm,245.0,96,curium,245.0654915,
Cm,246.0,96,curium,246.0672238,
Cm,247.0,96,curium,247.0703541,
Cm,248.0,96,curium,248.0723499,
Cm,249.0,96,curium,249.0759548,
Cm,250.0,96,curium,250.0783583,
Cm,251.0,96,curium,251.0822864,
Bk,243.0,97,berkelium,243.0630078,
Bk,244.0,97,berkelium,244.065181,
Bk,245.0,97,berkelium,245.0663618,
Bk,246.0,97,berkelium,246.0686731,
Bk,247.0,97,berkelium,247.0703073,
Bk,249.0,97,berkelium,249.0749877,
Bk,250.0,97,berkelium,250.0783167,
Bk,251.0,97,berkelium,251.080762,
Cf,237.0,98,californium,237.0621978,
Cf,240.0,98,californium,240.0622557,
Cf,242.0,98,californium,242.0637543,
Cf,244.0,98,californium,244.0660008,
Cf,245.0,98,californium,245.0680487,
Cf,246.0,98,californium,246.0688055,
Cf,247.0,98,californium,247.0709655,
Cf,248.0,98,californium,248.0721851,
Cf,249.0,98,californium,249.0748539,
Cf,250.0,98,californium,250.0764062,
Cf,251.0,98,californium,251.0795886,
Cf,252.0,98,californium,252.0816272,
Cf,253.0,98,californium,253.0851345,
Cf,254.0,98,californium,254.0873243,
Es,247.0,99,einsteinium,247.073622,
Es,251.0,99,einsteinium,251.0799936,
Es,252.0,99,einsteinium,252.0829799,
Es,253.0,99,einsteinium,253.0848257,
Es,254.0,99,einsteinium,254.0880222,
Es,255.0,99,einsteinium,255.090275,
Fm,246.0,100,fermium,246.0753505,
Fm,248.0,100,fermium,248.0771865,
Fm,249.0,100,fermium,249.0789276,
Fm,250.0,100,fermium,250.079521,
Fm,251.0,100,fermium,251.0815399,
Fm,252.0,100,fermium,252.0824671,
Fm,253.0,100,fermium,253.0851846,
Fm,254.0,100,fermium,254.0868544,
Fm,255.0,100,fermium,255.089964,
Fm,256.0,100,fermium,256.0917745,
Fm,257.0,100,fermium,257.0951061,
Md,251.0,101,mendelevium,251.0847744,
Md,255.0,101,mendelevium,255.0910841,
Md,257.0,101,mendelevium,257.0955424,
Md,258.0,101,mendelevium,258.0984315,
No,252.0,102,nobelium,252.0889669,
No,253.0,102,nobelium,253.0905641,
No,254.0,102,nobelium,254.0909557,
No,255.0,102,nobelium,255.0931914,
No,256.0,102,nobelium,256.0942829,
No,257.0,102,nobelium,257.0968878,
Lr,255.0,103,lawrencium,255.0965624,
Lr,256.0,103,lawrencium,256.098494,
Rf,256.0,104,rutherfordium,256.1011522,
Rf,257.0,104,rutherfordium,257.1029181,
Rf,258.0,104,rutherfordium,258.1034277,
Rf,261.0,104,rutherfordium,261.1087734,
Db,259.0,105,dubnium,259.1094919,
Sg,260.0,106,seaborgium,260.1143841,
Sg,261.0,106,seaborgium,261.1159495,
Sg,262.0,106,seaborgium,262.1163367,
Bh,,107,bohrium,,
Hs,264.0,108,hassium,264.1283569,
Hs,265.0,108,hassium,265.129793,
Hs,266.0,108,hassium,266.1300464,
Mt,,109,meitnerium,,
Ds,269.0,110,darmstadtium,269.1447521,
Ds,270.0,110,darmstadtium,270.1445842,
Rg,,111,roentgenium,,
Cn,,112,copernicium,,
Nh,,113,nihonium,,
Fl,,114,flerovium,,
Mc,,115,moscovium,,
Lv,,116,livermorium,,
Ts,,117,tennessine,,
Og,,118,oganesson,,
